Transaction_ID,Product_ID,Date,Quantity_Sold,Unit_Price,Discount_Percent,Final_Price,Sales_Channel,index,_temp
T020952,P0462,2023-09-27,1,42.9,10,38.61,Store_C,20951,
T011027,P0245,2024-11-23,1,99.23,30,69.46,Store_B,11026,
T015249,P0340,08/09/2023,1,50.31,0,50.31,Store_A,15248,
T023137,P0510,2023-02-24,1,30.29,0,30.29,Store_B,23136,
T031831,P0699,2024-12-24,1,50.81,30,35.57,Store A,31830,
T018255,P0404,2024-05-30,1,22.27,20,17.82,Store_A,18254,
T017491,P0387,2023-06-07,1,36.87,30,25.81,Online,17490,
T035046,P0772,2023-12-02,2,116.11,10,104.5,Online,35045,
T029745,P0653,2024-11-01,3,111.16,10,100.04,Store_B,29744,
T013301,P0297,2023-09-14,1,47.69,0,47.69,Store_B,13300,
T023749,P0521,2024-09-11,1,36.1,0,36.1,Store_C,23748,
T022172,P0491,2024-02-05,1,39.46,0,39.46,Store_B,22171,
T026442,P0580,2024-11-20,1,77.29,20,61.83,Store_C,26441,
T004198,P0093,2023-06-10,1,66.92,20,53.54,Store_C,4197,
T016672,P0369,2024-05-26,1,22.43,20,17.94,Store_A,16671,
T002229,P0051,2023-03-26,1,25.97,0,25.97,Online,2228,
T003098,P0069,2024-08-06,2,57.94,30,40.56,StoreC,3097,
T021566,P0476,2023-10-20,1,21.46,10,19.31,Online,21565,
T027190,P0597,03/24/2023,1,94.14,0,94.14,Store_C,27189,
T027825,P0610,2023-09-28,1,32.37,30,22.66,Online,27824,
T007147,P0162,2023-10-04,1,41.28,0,41.28,Store_A,7146,
T014233,P0316,2024-12-09,1,96.92,30,67.84,Store_A,14232,
T012925,P0288,2024-10-18,1,61.57,30,43.1,Online,12924,
T023394,P0515,2023-03-29,1,55.53,0,55.53,Store_C,23393,
T034041,P0749,2023-04-03,1,30.26,0,30.26,,34040,
T018262,P0404,2024-07-13,1,22.27,20,17.82,Store_A,18261,
T029864,P0655,2023-05-23,1,63.25,10,56.93,Store_C,29863,
T001805,P0041,2023-07-04,1,38.19,30,26.73,Store A,1804,
T000306,P0007,2023-08-24,1,35.1,30,24.57,Store_B,305,
T031132,P0684,2024-05-30,1,66.05,20,52.84,STORE_C,31131,
T019140,P0422,2024-09-09,1,38.61,20,30.89,Store_C,19139,
T021471,P0474,2023-08-02,1,18.73,30,13.11,Online,21470,
T008999,P0202,2024-08-15,1,63.15,20,50.52,STORE_C,8998,
T001593,P0036,2023-02-20,1,79.41,0,79.41,Store_B,1592,
T017070,P0378,2023-02-22,1,51.9,0,51.9,StoreB,17069,
T015626,P0347,2024-06-25,1,94.11,20,75.29,Store_B,15625,
T006347,P0143,06/09/2023,1,26.42,30,18.49,Store_C,6346,
T002851,P0065,2024-08-08,1,36.48,0,36.48,Store_C,2850,
T005935,P0134,2023-10-18,1,34.01,0,34.01,Store_A,5934,
T005003,P0113,2024-09-09,1,35.67,0,35.67,Online,5002,
T018343,P0406,2023-11-19,1,54.18,30,37.93,Store_A,18342,
T015601,P0347,2024-03-28,1,94.11,0,94.11,Online,15600,
T005387,P0121,2023-10-21,1,25.62,30,17.93,Store_A,5386,
T000734,P0016,2024-12-12,1,83.17,20,66.54,Store_B,733,
T016125,P0358,2023-10-09,1,57.24,0,57.24,Online,16124,
T030495,P0670,2023-09-10,1,48.68,0,48.68,Store_B,30494,
T002359,P0054,2023-09-15,3,76.19,0,76.19,Online,2358,
T012988,P0290,2024-08-13,1,66.97,0,66.97,Store_B,12987,
T018429,P0407,2023-08-22,2,93.79,20,75.03,Store_B,18428,
T035567,P0783,2023-08-12,1,70.64,20,56.51,OnLine,35566,
T017115,P0379,2024-08-29,2,99.23,0,99.23,Store_A,17114,
T001139,P0025,2023-11-20,1,79.81,10,71.83,Store_A,1138,
T001611,P0036,2023-05-10,1,79.41,20,63.53,Store_A,1610,
T017170,P0380,2024-03-29,3,80.18,0,80.18,Online,17169,
T028992,P0635,02-Mar-2024,1,38.12,10,34.31,Online,28991,
T003819,P0085,2023-03-10,1,30.35,0,30.35,StoreA,3818,
T009486,P0212,2024-10-01,1,61.5,0,61.5,store_c,9485,
T015501,P0345,2024-04-17,1,72.17,0,72.17,Online,15500,
T007291,P0164,2024-01-17,1,28.25,20,22.6,Online,7290,
T024427,P0536,2023-05-23,1,40.68,20,32.54,Online,24426,
T016329,P0361,2023/06/22,1,39.11,10,35.2,Store_A,16328,
T024254,P0532,2023-05-26,1,64.24,0,64.24, Online,24253,
T009548,P0214,02/14/2024,1,40.12,0,40.12,Store_A,9547,
T004088,P0090,2024-04-27,1,119.66,10,107.69,STORE_A,4087,
T000256,P0006,2023-09-03,2,89.57,20,71.66,Store C,255,
T014323,P0318,2024-09-19,1,136.21,10,122.59,Online,14322,
T019266,P0425,2024-10-04,4,43.87,0,43.87,Online,19265,
T009926,P0221,2023-07-20,1,34.7,10,31.23,online,9925,
T022083,P0488,2024-01-04,1,138.58,20,110.86,Online,22082,
T009609,P0215,2023-04-06,2,80.01,0,80.01,Online,9608,
T011817,P0263,2024-11-24,1,78.57,20,62.86,Online,11816,
T022701,P0501,2023-09-26,2,56.72,0,56.72,Store C,22700,
T001179,P0027,2024-10-04,1,42.7,0,42.7,Store_B,1178,
T026251,P0575,2023-06-11,1,48.33,30,33.83,Store_B,26250,
T032958,P0724,2024-03-09,2,33.0,0,33.0,Store_B,32957,
T022468,P0496,2024-10-05,1,52.34,0,52.34,Online,22467,
T003001,P0067,02-Apr-2024,2,25.91,10,23.32,Store_C,3000,
T005102,P0115,2023-04-28,1,57.97,30,40.58,Online,5101,
T005538,P0126,2024-09-14,2,43.05,0,43.05,Store_A,5537,
T027799,P0610,2023-04-19,1,32.37,30,22.66,store_a,27798,
T031046,P0682,2023-09-26,1,76.67,20,61.34,Store_A,31045,
T028812,P0632,2024-05-12,2,91.62,0,91.62,Store_A,28811,
T019567,P0431,11/06/2024,1,24.73,20,19.78,STORE_C,19566,
T033691,P0740,2023-08-09,1,42.22,30,29.55,Store_B,33690,
T012261,P0275,2024-03-27,1,45.87,0,45.87,Online,12260,
T000103,P0003,2023-10-21,1,79.29,0,79.29,Store_A,102,
T009561,P0214,2024-03-28,1,40.12,0,40.12,Store_C,9560,
T002991,P0067,2024-01-10,1,25.91,20,20.73,Store_C,2990,
T009952,P0222,2023-09-17,1,57.94,0,57.94,Store_A,9951,
T029095,P0638,2024-02-25,1,30.93,0,30.93,Store_C,29094,
T015745,P0350,2023/10/30,1,86.84,0,86.84,Store_C,15744,
T013656,P0303,2023-05-06,1,52.17,0,52.17,Store_B,13655,
T032994,P0724,2024-10-09,1,33.0,10,29.7,Store_B,32993,
T002011,P0046,2023-11-04,1,31.93,30,22.35,Store_A,2010,
T022890,P0505,2023-02-23,1,29.38,0,29.38,Store_B,22889,
T032292,P0710,2023-03-25,1,51.8,0,51.8,Store_A,32291,
T025294,P0554,2024-09-20,3,49.5,0,49.5,Store C,25293,
T016269,P0360,2023-09-20,1,130.75,20,104.6,store_c,16268,
T011788,P0262,2024-10-25,1,43.54,0,43.54,StoreA,11787,
T022134,P0489,30-Nov-2024,1,19.31,30,13.52,Unknown,22133,
T002958,P0067,2023-09-04,1,25.91,0,25.91,Online,2957,
T033794,P0742,2024-01-02,1,85.58,30,59.91,Store C,33793,
T035357,P0778,2024-02-18,1,66.06,10,59.45,Store_C,35356,
T029478,P0646,11/28/2024,1,59.41,10,53.47,Store_C,29477,
T004433,P0100,2024-05-29,1,91.28,10,82.15,Store_C,4432,
T025767,P0564,2023-10-04,1,44.7,0,44.7,Store_B,25766,
T003156,P0070,2023-06-26,1,105.67,10,95.1,Store_A ,3155,
T001524,P0034,2024-11-07,1,63.14,0,63.14,Online,1523,
T010730,P0238,2023-04-08,1,62.52,0,62.52,Store_A,10729,
T015064,P0335,2024-09-02,2,36.95,0,36.95,Store B,15063,
T014542,P0324,2023-02-20,1,56.49,0,56.49,Store_C,14541,
T021884,P0483,2024-10-17,1,87.05,20,69.64,Store_C,21883,
T030464,P0669,2024-10-18,1,40.99,0,40.99,Store_B,30463,
T017065,P0378,2023-02-14,3,51.9,0,51.9,Store_A,17064,
T012445,P0278,2023-05-30,1,43.23,20,34.58,Store_C,12444,
T025117,P0550,2023-08-25,1,44.29,10,39.86,Store_C,25116,
T029556,P0649,2024-02-12,2,39.38,0,39.38,Store_B,29555,
T027294,P0599,2024-12-21,1,96.43,20,77.14,Store_C,27293,
T028543,P0626,2023-12-15,1,49.58,20,39.66,Online,28542,
T029878,P0655,2023-09-23,2,63.25,30,44.27,Online,29877,
T018283,P0405,2024-09-02,1,76.51,0,76.51,Store_C,18282,
T019803,P0436,2023-08-12,1,32.1,30,22.47,Store_A,19802,
T030767,P0675,2024-10-28,1,24.9,10,22.41,Store_B,30766,
T023938,P0525,2024-05-14,1,84.56,0,84.56,Store_C,23937,
T009476,P0212,2024-09-11,1,61.5,0,61.5,STORE_C,9475,
T028807,P0632,2024-04-19,1,91.62,0,91.62,Store_B,28806,
T033032,P0725,2024-11-04,1,45.93,10,41.34, Online,33031,
T031953,P0702,2024-10-18,1,86.98,30,60.89,Online,31952,
T015303,P0341,2023-11-24,2,124.39,30,87.07,Store_C,15302,
T026854,P0589,2023-05-22,1,50.23,0,50.23,Store_A,26853,
T026827,P0589,2023-04-03,1,50.23,0,50.23,Store_C,26826,
T002723,P0062,2023-11-08,1,36.75,20,29.4,Store_C,2722,
T014382,P0319,2023-11-26,1,33.69,10,30.32,Store_C,14381,
T000009,P0001,2024-03-10,2,30.75,0,30.75,Online,8,
T008084,P0183,2023-04-13,3,83.92,0,83.92,Unknown,8083,
T031027,P0682,2023-04-13,1,76.67,0,76.67,Store_A,31026,
T021475,P0474,2023-08-23,1,18.73,10,16.86,Store_B,21474,
T020164,P0445,2023-04-27,1,93.39,0,93.39,StoreB,20163,
T029475,P0646,2024-10-29,2,59.41,0,59.41,Store_B,29474,
T020083,P0443,2024-09-18,1,60.4,0,60.4,Store_A,20082,
T018953,P0419,2023-11-15,1,120.57,10,108.51,Online,18952,
T009577,P0214,2024-07-04,1,40.12,20,32.1,Online,9576,
T014410,P0320,2024-09-12,1,92.24,0,92.24,Store_A,14409,
T020799,P0459,2023-06-22,1,69.25,10,62.33,Store_A,20798,
T030442,P0669,2024/08/24,2,40.99,0,40.99,Store_C,30441,
T028667,P0629,2024-07-09,1,71.65,20,57.32,Online,28666,
T006030,P0136,2024-09-07,1,27.19,0,27.19,Online,6029,
T021318,P0471,2023-06-04,1,88.97,10,80.07,Store_B,21317,
T016892,P0375,2023-10-08,1,25.11,0,25.11,Store_C,16891,
T006626,P0149,2024-03-20,1,51.18,0,51.18,Store_B,6625,
T010448,P0232,2024/05/09,1,61.16,20,48.93,store_b,10447,
T024905,P0546,2024-12-23,2,83.81,20,67.05,Store_A,24904,
T030603,P0672,2023-03-31,2,79.54,0,79.54,Store_C,30602,
T021675,P0479,2024-05-05,1,68.69,10,61.82,Online ,21674,
T023816,P0522,2023-06-22,1,32.51,10,29.26,Store_C,23815,
T011365,P0253,26-Apr-2023,1,46.69,0,46.69,STORE_A,11364,
T018872,P0417,2024-05-26,1,34.66,0,34.66,Online,18871,
T021307,P0471,22-Apr-2023,1,88.97,10,80.07,Store_C,21306,
T000562,P0013,2024-02-28,1,32.0,0,32.0,Store_A,561,
T025981,P0569,2023-06-11,1,27.48,20,21.98,Store_C,25980,
T033734,P0741,2023-06-15,1,126.47,20,101.18,Store_A,33733,
T025520,P0559,2023-12-08,1,55.86,10,50.27,STORE_C,25519,
T033631,P0739,2023-05-26,1,103.07,10,92.76,Store_B,33630,
T001318,P0029,2024-02-11,1,26.49,10,23.84,STORE_B,1317,
T029408,P0644,07-May-2023,1,49.42,0,49.42,Store_C,29407,
T003525,P0078,2024-05-09,1,41.91,30,29.34,Online,3524,
T002272,P0052,2024-02-15,2,71.11,0,71.11,Store_C,2271,
T027262,P0598,2024-04-25,1,128.46,30,89.92,Store_B,27261,
T028120,P0616,2023-07-08,2,71.77,20,57.42,Store_A,28119,
T033099,P0727,2024-11-15,1,109.1,0,109.1,Store_C,33098,
T030271,P0664,2024-05-24,1,100.96,0,100.96,Store_C,30270,
T027498,P0603,2024-05-23,1,75.27,20,60.22,Store_B,27497,
T030813,P0676,08/18/2024,1,44.25,10,39.83,Online,30812,
T027914,P0613,2024-02-27,4,53.87,0,53.87,Store_B,27913,
T009184,P0205,2024-04-17,1,72.51,30,50.76,Online,9183,
T028131,P0616,2023-09-11,1,71.77,10,64.59,STORE_B,28130,
T019658,P0433,2024-05-25,1,61.06,0,61.06,Online,19657,
T023024,P0508,2024-04-17,1,19.42,30,13.59,Store_B,23023,
T034956,P0770,2023-03-13,1,66.76,0,66.76,Store_A,34955,
T031789,P0698,2023-12-31,2,35.82,30,25.07,Store_B,31788,
T006761,P0152,2024-11-09,1,17.66,10,15.89,Store B,6760,
T019476,P0430,2023-03-27,1,30.48,0,30.48,Store_C,19475,
T007574,P0171,2023-04-14,1,76.27,0,76.27,Online,7573,
T030069,P0659,2023-11-25,1,41.09,10,36.98,Store_A,30068,
T004043,P0090,2023-09-05,1,119.66,0,119.66,Store_B,4042,
T019462,P0430,2023-02-15,1,30.48,0,30.48,Store_C,19461,
T003465,P0077,2024-05-28,1,22.44,10,20.2,Store_B,3464,
T000927,P0021,2023-10-08,1,50.05,0,50.05,Store_A,926,
T036088,P0796,2023-10-16,1,49.08,0,49.08,Online,36087,
T020564,P0455,2024-11-06,1,45.1,0,45.1,Store_C,20563,
T025205,P0552,2023-05-11,1,49.4,10,44.46,STORE_A,25204,
T026620,P0584,2023-03-19,1,78.96,0,78.96,Online,26619,
T030795,P0676,2024-04-18,1,44.25,0,44.25,Online,30794,
T025441,P0557,2023-06-16,1,77.45,20,61.96,Store_A,25440,
T011560,P0257,2023-09-26,1,44.37,0,44.37,Store_A,11559,
T025006,P0549,2023/03/09,1,52.15,0,52.15,Store_B,25005,
T011929,P0266,2023-07-26,1,30.32,10,27.29,Store_A,11928,
T012750,P0284,2024-03-08,1,55.79,0,55.79,Store_A,12749,
T002224,P0051,2023-03-18,3,25.97,0,25.97,Online,2223,
T029806,P0654,2023-12-24,1,46.11,20,36.89,Online,29805,
T026050,P0571,2024-09-09,1,57.69,0,57.69,Store_A ,26049,
T003582,P0079,2023-04-30,1,53.34,10,48.01,ONLINE,3581,
T032852,P0721,2024-05-20,2,100.31,30,70.22,Store_B,32851,
T015189,P0338,2023-08-10,2,25.75,20,20.6,Store_C,15188,
T003000,P0067,2024-03-30,1,25.91,20,20.73,Store_B,2999,
T010985,P0245,2024-08-07,1,99.23,0,99.23,STORE_C,10984,
T029213,P0640,11-Jun-2024,1,52.42,10,47.18,Store_B,29212,
T007425,P0167,2024-07-14,1,35.53,30,24.87,Store_B,7424,
T029666,P0651,2024-09-26,1,47.91,0,47.91,Store_A,29665,
T010054,P0224,2023-11-12,1,41.43,0,41.43,Online,10053,
T019009,P0420,2023-12-25,1,66.33,30,46.43,online,19008,
T020213,P0446,2023-07-13,1,119.6,30,83.72,Unknown,20212,
T033641,P0739,2023-07-31,1,103.07,30,72.15,online,33640,
T032531,P0715,2024-10-13,1,133.96,0,133.96,Store_B,32530,
T007000,P0158,2023-04-28,1,36.76,0,36.76,Store_A,6999,
T018292,P0405,06-Oct-2024,1,76.51,0,76.51,Store_A,18291,
T010214,P0228,2024-03-05,2,35.31,0,35.31,Store_C,10213,
T024817,P0544,2024-03-29,1,41.0,10,36.9,Store_B,24816,
T026100,P0572,2024-09-25,2,80.28,0,80.28,store_a,26099,
T016290,P0361,2023/03/10,1,39.11,0,39.11,Store_C,16289,
T008494,P0191,2023-11-08,1,52.21,20,41.77,Store_A,8493,
T004337,P0097,2024-10-20,1,44.97,0,44.97,Online,4336,
T013705,P0304,2024-12-12,1,47.95,20,38.36,Online,13704,
T023631,P0518,2024-04-29,1,57.13,10,51.42,Store_A,23630,
T004742,P0107,2023-11-13,1,57.33,10,51.6,Store_A,4741,
T034457,P0759,2023-11-26,1,32.48,30,22.74,Online,34456,
T018664,P0412,2023-12-09,1,50.83,10,45.75,Online,18663,
T003158,P0070,2023-07-02,1,105.67,20,84.54,Store_A,3157,
T017347,P0384,2024-11-07,2,23.33,0,23.33,Online,17346,
T006654,P0150,2024-03-26,1,61.93,0,61.93,Store_A,6653,
T023726,P0521,2024-08-10,1,36.1,0,36.1,ONLINE,23725,
T030164,P0661,2023-09-02,1,82.92,30,58.04,Online ,30163,
T021573,P0477,2023-02-17,1,138.11,0,138.11,Online,21572,
T010723,P0238,2023/03/18,1,62.52,0,62.52,Store_A,10722,
T006725,P0152,2024-08-27,1,17.66,0,17.66,Online,6724,
T018247,P0404,2024-04-25,1,22.27,30,15.59,Online,18246,
T030350,P0665,2024-03-05,1,39.23,30,27.46,online,30349,
T036288,P0799,2024-04-09,1,18.86,20,15.09,Online,36287,
T028595,P0628,2023-03-15,1,31.91,0,31.91,Online,28594,
T002057,P0047,25-Feb-2024,1,36.77,0,36.77,Store B,2056,
T022023,P0487,2024-04-25,1,83.88,0,83.88,Store_B,22022,
T008358,P0188,2024-04-28,2,54.88,20,43.9,Online,8357,
T021311,P0471,2023-05-03,1,88.97,30,62.28,STORE_A,21310,
T010324,P0230,2024-05-23,2,47.73,0,47.73,Store_C,10323,
T012623,P0281,2023-03-05,1,96.2,0,96.2,Online,12622,
T022534,P0498,2023-09-05,2,45.37,0,45.37,Store_A,22533,
T010833,P0240,2024-01-05,2,33.32,20,26.66,Online,10832,
T023516,P0516,04/08/2024,1,51.65,10,46.48,Store_A,23515,
T016038,P0356,2023-07-24,1,77.82,10,70.04,Online,16037,
T010901,P0242,2024-07-07,1,125.84,30,88.09,Store_C,10900,
T021719,P0480,2024-08-30,1,133.59,0,133.59,Store_A,21718,
T026682,P0585,2023-05-21,1,71.07,30,49.75,Online,26681,
T005415,P0123,2023-03-28,2,32.63,0,32.63,Store_A,5414,
T024456,P0537,2023-08-30,1,79.38,0,79.38,Store_B,24455,
T033210,P0729,2024-10-10,1,80.79,30,56.55,Online,33209,
T011275,P0251,2023-11-13,1,68.9,20,55.12,Online,11274,
T016409,P0363,2024-03-31,1,80.8,0,80.8,Store_A,16408,
T023376,P0514,2023-04-28,1,67.9,10,61.11,Store_B,23375,
T001294,P0029,2023-10-07,1,26.49,30,18.54,Store B,1293,
T020801,P0459,2023-06-29,1,69.25,20,55.4,Store_B,20800,
T013283,P0296,2024-06-18,1,51.84,20,41.47,Store_B,13282,
T020976,P0463,2023-11-19,1,66.89,10,60.2,Store_A ,20975,
T012647,P0281,2023-08-15,1,96.2,20,76.96,Store_A,12646,
T025955,P0569,04/18/2023,1,27.48,0,27.48,Online,25954,
T023668,P0519,2024-06-13,1,92.86,10,83.57,Online,23667,
T019108,P0422,2024-05-05,2,38.61,0,38.61,Store_C,19107,
T021684,P0479,2024-06-10,1,68.69,20,54.95,Store_A,21683,
T027963,P0614,2023-08-12,2,53.49,0,53.49, Online,27962,
T031945,P0702,2024-08-17,1,86.98,10,78.28,Online,31944,
T001498,P0034,2024-09-21,2,63.14,0,63.14,Online,1497,
T024357,P0535,2023-11-10,1,92.01,0,92.01,Store_A,24356,
T012537,P0279,10/23/2024,1,56.13,20,44.9,Store_A ,12536,
T027981,P0614,2023-10-03,1,53.49,10,48.14,Store_B,27980,
T016312,P0361,2023-04-29,1,39.11,20,31.29,Store_B,16311,
T011221,P0250,2023-09-29,1,66.89,0,66.89,store_c,11220,
T024378,P0535,2024-03-09,1,92.01,10,82.81,STORE_B,24377,
T014979,P0333,2024-06-27,1,23.54,10,21.19,Store_A,14978,
T012401,P0277,01/11/2024,2,93.32,20,74.66,Store_A,12400,
T032883,P0722,2024-09-28,1,58.46,0,58.46,Store_B,32882,
T024080,P0528,2023-03-10,1,36.87,0,36.87,Store_B,24079,
T014909,P0332,2023-11-10,1,82.21,20,65.77,Store_C,14908,
T010609,P0235,2023-07-16,1,51.79,10,46.61,Store_B,10608,
T020453,P0452,10/26/2024,1,93.87,0,93.87,Online,20452,
T017664,P0390,2024-10-22,2,60.97,10,54.87,Store_C,17663,
T012226,P0274,2024-10-11,2,41.73,0,41.73,Store_C,12225,
T023775,P0521,2024-11-10,1,36.1,10,32.49,store_b,23774,
T032181,P0707,2024-10-06,1,70.8,20,56.64,Store_B,32180,
T020149,P0444,2023-09-20,1,62.11,30,43.48,STORE_C,20148,
T010728,P0238,2023-04-02,1,62.52,0,62.52,Store_A,10727,
T022631,P0499,2024-08-04,1,39.0,30,27.3,online,22630,
T005351,P0121,2023-05-08,1,25.62,0,25.62,Store_A,5350,
T021892,P0484,2024-02-19,1,127.96,0,127.96,Store_A,21891,
T032157,P0707,2024-05-04,1,70.8,0,70.8,Online,32156,
T005143,P0116,2024-10-25,1,64.63,0,64.63,StoreC,5142,
T035185,P0775,2023-03-22,1,57.51,0,57.51,Store_A,35184,
T024747,P0543,2024-04-22,1,82.48,0,82.48,Online,24746,
T031757,P0697,2023-10-26,1,48.86,30,34.2,StoreA,31756,
T024798,P0544,2023-12-16,1,41.0,10,36.9,Store_B,24797,
T004720,P0107,2023-09-24,1,57.33,0,57.33,Store_A ,4719,
T012558,P0280,2024-03-08,1,35.32,0,35.32,Store_B,12557,
T027904,P0613,2024-02-10,1,53.87,0,53.87,Store_A,27903,
T028949,P0635,2023-08-26,1,38.12,0,38.12,StoreA,28948,
T013854,P0308,2023-05-30,1,45.65,20,36.52,Store_B,13853,
T005253,P0119,2023-02-25,1,86.72,0,86.72,Store B,5252,
T003707,P0082,2023-08-16,1,34.35,30,24.04,Store_A,3706,
T019529,P0431,08/06/2024,2,24.73,0,24.73,Online,19528,
T002029,P0046,2023-12-31,1,31.93,30,22.35,Store_A,2028,
T017018,P0376,2024-04-27,1,45.86,20,36.69,Store_A,17017,
T017939,P0397,2023-09-27,1,35.84,0,35.84,Store_C,17938,
T035394,P0779,2023-04-22,1,85.89,30,60.12,Online,35393,
T015931,P0355,2024-02-08,1,49.58,0,49.58,Store_C,15930,
T032851,P0721,2024-05-15,1,100.31,10,90.28,,32850,
T005213,P0118,2023-04-26,1,22.0,0,22.0,Online,5212,
T033962,P0746,2024-03-31,1,78.04,10,70.24,Store_C,33961,
T002689,P0061,2024-10-17,4,51.97,0,51.97,Online,2688,
T029773,P0654,2023-09-29,1,46.11,0,46.11,Store_C,29772,
T036201,P0798,2024-05-07,1,82.17,0,82.17,Store_A,36200,
T004820,P0109,2023-04-11,1,23.19,0,23.19,Store_A,4819,
T022757,P0501,2024-04-11,1,56.72,10,51.05,Store_B,22756,
T034218,P0753,2024-01-14,1,59.86,10,53.87,Store_C,34217,
T033937,P0745,10/10/2024,1,35.34,20,28.27,Online,33936,
T019657,P0433,2024-05-24,1,61.06,0,61.06,Store_B,19656,
T031330,P0688,13-Jun-2023,1,61.08,10,54.97,Online,31329,
T008757,P0197,2023-10-02,1,65.27,0,65.27,Store_C,8756,
T028542,P0626,2023-12-08,1,49.58,20,39.66,Store_C,28541,
T003468,P0077,2024-05-31,2,22.44,30,15.71,online,3467,
T010950,P0243,2024-10-15,2,91.75,30,64.22,Store A,10949,
T015468,P0344,2024-02-01,1,43.08,20,34.46,Store_C,15467,
T023845,P0523,09/24/2024,1,103.4,0,103.4,Online ,23844,
T033021,P0725,2024-10-14,1,45.93,0,45.93,Store_B,33020,
T015630,P0347,2024-07-28,1,94.11,20,75.29,Store_B,15629,
T023667,P0519,2024-05-31,1,92.86,20,74.29,Store_A,23666,
T024787,P0544,24-Nov-2023,1,41.0,0,41.0,store_b,24786,
T007338,P0165,2023-12-15,3,36.12,20,28.9,Store_A,7337,
T029392,P0644,2023-04-03,1,49.42,0,49.42,Store_C,29391,
T017089,P0378,2023-04-16,1,51.9,10,46.71,Online,17088,
T025434,P0557,2023-04-28,1,77.45,10,69.7,Store_C,25433,
T004711,P0107,2023-08-30,1,57.33,0,57.33,Store_A,4710,
T005509,P0125,2024-09-18,4,62.2,0,62.2,Store_C,5508,
T006329,P0143,24-Mar-2023,1,26.42,0,26.42, Online,6328,
T007417,P0167,2024-05-19,1,35.53,10,31.98,Store_B,7416,
T014415,P0320,09/20/2024,1,92.24,0,92.24,Store_A,14414,
T000230,P0006,2023-03-30,1,89.57,0,89.57,Online,229,
T013703,P0304,2024-12-01,2,47.95,10,43.16,Online,13702,
T018970,P0419,2024-02-28,1,120.57,30,84.4,ONLINE,18969,
T032098,P0705,2024-09-07,1,57.76,20,46.21,STORE_B,32097,
T029564,P0649,2024-02-21,2,39.38,0,39.38,STORE_C,29563,
T005113,P0115,2023-05-19,1,57.97,20,46.38,Online,5112,
T017459,P0386,2024/12/02,1,48.75,30,34.12,STORE_B,17458,
T008768,P0197,2023-10-26,1,65.27,30,45.69,Store_C,8767,
T011580,P0257,2024-01-16,1,44.37,10,39.93,Store_C,11579,
T008780,P0197,2023-12-30,2,65.27,20,52.22,store_c,8779,
T030657,P0673,2023-06-21,1,36.43,20,29.14,Store_B,30656,
T034531,P0761,2024-05-07,1,28.93,0,28.93,Store_C,34530,
T024012,P0527,2023-08-20,1,81.37,0,81.37,Store_A ,24011,
T011686,P0260,2023-02-12,1,90.01,0,90.01,Online,11685,
T029193,P0640,2024-04-10,1,52.42,0,52.42,Online,29192,
T007403,P0166,2023-10-08,1,34.87,30,24.41,ONLINE,7402,
T031892,P0701,2024-03-02,1,29.12,10,26.21,Store_A,31891,
T012104,P0270,28-Nov-2024,2,31.27,30,21.89,Store_A,12103,
T033220,P0730,10/01/2024,1,47.8,0,47.8,Store_A,33219,
T026883,P0589,2023-10-04,1,50.23,20,40.18,StoreA,26882,
T008569,P0193,2024-09-24,1,77.07,0,77.07,Online,8568,
T027975,P0614,04-Sep-2023,1,53.49,0,53.49,store_a,27974,
T032087,P0705,2024-06-27,1,57.76,30,40.43,Store_B,32086,
T009401,P0210,2023-10-25,1,112.48,30,78.74,Store_C,9400,
T007017,P0158,2023-09-01,1,36.76,10,33.08,store_c,7016,
T021385,P0473,2024-09-19,2,84.4,0,84.4,Store_B,21384,
T032673,P0718,2024-09-12,1,85.28,0,85.28,Online,32672,
T022734,P0501,2023/11/29,1,56.72,10,51.05,Store_C,22733,
T033807,P0742,2024-03-24,1,85.58,20,68.46,Store_B,33806,
T021390,P0473,2024-09-27,1,84.4,0,84.4,ONLINE,21389,
T029197,P0640,2024-04-16,1,52.42,0,52.42,Store_A,29196,
T035064,P0773,2024-03-19,1,25.65,0,25.65,Store_C,35063,
T008969,P0202,2024-04-30,1,63.15,0,63.15,Store_C,8968,
T032721,P0719,2024-10-03,2,57.43,0,57.43,Store_B,32720,
T031558,P0693,2023-11-25,2,61.82,10,55.64,store_c,31557,
T034371,P0757,2023-05-29,2,49.16,30,34.41,Store_A,34370,
T032516,P0715,2024-08-18,2,133.96,0,133.96,Store_C,32515,
T012072,P0269,2024/10/17,1,51.29,10,46.16,Store_A,12071,
T008813,P0199,2024-09-06,1,25.59,0,25.59,Store_C,8812,
T024765,P0543,2024-10-20,1,82.48,10,74.23,Store_C,24764,
T035723,P0788,2024-10-02,1,50.96,0,50.96,Online,35722,
T034331,P0756,2024-11-12,1,94.55,0,94.55,Store_B,34330,
T001949,P0044,2024-09-21,1,50.19,30,35.13,Store_A,1948,
T035846,P0790,2023-07-04,1,52.38,10,47.14,Online,35845,
T003213,P0071,2024-10-28,1,73.99,10,66.59,Store_C,3212,
T033520,P0736,2023-10-09,1,31.79,10,28.61,Online,33519,
T036241,P0799,2023-09-10,1,18.86,0,18.86,Store_C,36240,
T018824,P0416,2024-04-25,1,62.21,0,62.21,Store_B,18823,
T029259,P0641,2023-10-26,1,122.73,0,122.73,Store A,29258,
T005885,P0133,2024-09-22,1,22.37,0,22.37,StoreA,5884,
