Transaction_ID,Product_ID,Date,Quantity_Sold,Unit_Price,Discount_Percent,Final_Price,Sales_Channel
T028963,P0635,9/19/2023 0:00,1,38.12,0,38.12,Online
T028943,P0635,8/13/2023 0:00,1,38.12,0,38.12,Store B
T028944,P0635,8/15/2023 0:00,1,38.12,0,38.12,Store A
T028946,P0635,8/22/2023 0:00,1,38.12,0,38.12,Online
T028958,P0635,9/9/2023 0:00,1,38.12,0,38.12,Online
T028941,P0635,8/11/2023 0:00,1,38.12,0,38.12,Store A
T028942,P0635,8/12/2023 0:00,1,38.12,0,38.12,Online
T028951,P0635,8/28/2023 0:00,1,38.12,0,38.12,Store A
T028952,P0635,8/29/2023 0:00,1,38.12,0,38.12,Store B
T028953,P0635,9/2/2023 0:00,1,38.12,0,38.12,Store A
T028947,P0635,8/24/2023 0:00,1,38.12,0,38.12,Store A
T028949,P0635,8/26/2023 0:00,1,38.12,0,38.12,Store A
T028950,P0635,8/27/2023 0:00,1,38.12,0,38.12,Online
T013320,P0297,10/31/2023 0:00,1,47.69,20,38.15,Store B
T013319,P0297,10/30/2023 0:00,1,47.69,20,38.15,Online
T013328,P0297,12/7/2023 0:00,1,47.69,20,38.15,Online
T013326,P0297,11/11/2023 0:00,1,47.69,20,38.15,Store B
T013342,P0297,3/8/2024 0:00,1,47.69,20,38.15,Online
T013341,P0297,3/3/2024 0:00,1,47.69,20,38.15,Store B
T013334,P0297,1/21/2024 0:00,1,47.69,20,38.15,Online
T013338,P0297,2/22/2024 0:00,1,47.69,20,38.15,Store B
T009265,P0207,12/27/2024 0:00,1,42.4,10,38.16,Store C
T009259,P0207,11/26/2024 0:00,1,42.4,10,38.16,Store B
T009261,P0207,12/7/2024 0:00,1,42.4,10,38.16,Online
T006144,P0138,10/22/2024 0:00,2,23.86,20,38.18,Store C
T010335,P0230,6/25/2024 0:00,1,47.73,20,38.18,Store C
T010343,P0230,8/17/2024 0:00,1,47.73,20,38.18,Store A
T010345,P0230,9/26/2024 0:00,1,47.73,20,38.18,Store A
T010326,P0230,5/29/2024 0:00,1,47.73,20,38.18,Online
T001774,P0041,3/30/2023 0:00,1,38.19,0,38.19,Store C
T001775,P0041,4/1/2023 0:00,1,38.19,0,38.19,Store A
T001795,P0041,5/24/2023 0:00,1,38.19,0,38.19,Store B
T001773,P0041,3/28/2023 0:00,1,38.19,0,38.19,Online
T001796,P0041,5/25/2023 0:00,1,38.19,0,38.19,Store A
T001794,P0041,5/20/2023 0:00,1,38.19,0,38.19,Store C
T001783,P0041,4/21/2023 0:00,1,38.19,0,38.19,Online
T001776,P0041,4/3/2023 0:00,1,38.19,0,38.19,Store A
T001789,P0041,5/7/2023 0:00,1,38.19,0,38.19,Online
T001780,P0041,4/12/2023 0:00,1,38.19,0,38.19,Online
T001779,P0041,4/11/2023 0:00,1,38.19,0,38.19,Store A
T001791,P0041,5/13/2023 0:00,1,38.19,0,38.19,Online
T001790,P0041,5/9/2023 0:00,1,38.19,0,38.19,Store B
T001788,P0041,5/4/2023 0:00,1,38.19,0,38.19,Store C
T001786,P0041,4/28/2023 0:00,1,38.19,0,38.19,Store A
T001784,P0041,4/23/2023 0:00,1,38.19,0,38.19,Store A
T001782,P0041,4/17/2023 0:00,1,38.19,0,38.19,Store A
T001787,P0041,4/30/2023 0:00,1,38.19,0,38.19,Store B
T001781,P0041,4/16/2023 0:00,1,38.19,0,38.19,Store A
T001792,P0041,5/16/2023 0:00,1,38.19,0,38.19,Store C
T001778,P0041,4/9/2023 0:00,1,38.19,0,38.19,Store A
T001777,P0041,4/8/2023 0:00,1,38.19,0,38.19,Store A
T033256,P0730,12/25/2024 0:00,1,47.8,20,38.24,Online
T033247,P0730,11/30/2024 0:00,1,47.8,20,38.24,Store B
T033248,P0730,12/2/2024 0:00,1,47.8,20,38.24,Online
T033245,P0730,11/28/2024 0:00,1,47.8,20,38.24,Store B
T033257,P0730,12/29/2024 0:00,1,47.8,20,38.24,Online
T033242,P0730,11/12/2024 0:00,1,47.8,20,38.24,Online
T026737,P0586,4/19/2024 0:00,1,54.66,30,38.26,Online
T026736,P0586,3/16/2024 0:00,1,54.66,30,38.26,Online
T026729,P0586,1/8/2024 0:00,1,54.66,30,38.26,Store A
T026721,P0586,11/12/2023 0:00,1,54.66,30,38.26,Store B
T026722,P0586,11/15/2023 0:00,1,54.66,30,38.26,Store B
T026732,P0586,2/22/2024 0:00,1,54.66,30,38.26,Store A
T007222,P0163,5/18/2023 0:00,1,47.86,20,38.29,Store B
T007248,P0163,10/14/2023 0:00,1,47.86,20,38.29,Online
T020848,P0460,11/1/2023 0:00,1,54.7,30,38.29,Store A
T007228,P0163,6/28/2023 0:00,1,47.86,20,38.29,Store B
T007216,P0163,4/23/2023 0:00,1,47.86,20,38.29,Store C
T007214,P0163,4/14/2023 0:00,1,47.86,20,38.29,Store A
T007249,P0163,10/22/2023 0:00,1,47.86,20,38.29,Store B
T020860,P0460,12/16/2023 0:00,1,54.7,30,38.29,Store B
T020856,P0460,11/27/2023 0:00,1,54.7,30,38.29,Store B
T007226,P0163,6/12/2023 0:00,1,47.86,20,38.29,Store A
T020858,P0460,12/12/2023 0:00,1,54.7,30,38.29,Store B
T007234,P0163,8/5/2023 0:00,1,47.86,20,38.29,Store A
T007225,P0163,6/5/2023 0:00,1,47.86,20,38.29,Store B
T020862,P0460,12/23/2023 0:00,1,54.7,30,38.29,Store C
T007238,P0163,8/24/2023 0:00,1,47.86,20,38.29,Store A
T019847,P0437,4/3/2024 0:00,1,42.55,10,38.3,Store B
T019839,P0437,1/5/2024 0:00,1,42.55,10,38.3,Online
T019846,P0437,3/29/2024 0:00,1,42.55,10,38.3,Online
T019837,P0437,12/31/2023 0:00,1,42.55,10,38.3,Online
T011852,P0264,10/14/2023 0:00,2,23.95,20,38.32,Store A
T025580,P0560,4/22/2024 0:00,2,27.38,30,38.33,Store C
T025584,P0560,4/29/2024 0:00,2,27.38,30,38.33,Store B
T029704,P0651,12/29/2024 0:00,1,47.91,20,38.33,Store A
T015884,P0353,11/14/2023 0:00,1,47.92,20,38.34,Store A
T015902,P0353,1/22/2024 0:00,1,47.92,20,38.34,Store A
T015881,P0353,11/10/2023 0:00,1,47.92,20,38.34,Online
T015877,P0353,11/4/2023 0:00,1,47.92,20,38.34,Store B
T015878,P0353,11/5/2023 0:00,1,47.92,20,38.34,Store B
T015885,P0353,11/17/2023 0:00,1,47.92,20,38.34,Store C
T009758,P0218,12/5/2023 0:00,1,47.92,20,38.34,Store B
T009775,P0218,2/18/2024 0:00,1,47.92,20,38.34,Store C
T009781,P0218,3/23/2024 0:00,1,47.92,20,38.34,Online
T015890,P0353,11/24/2023 0:00,1,47.92,20,38.34,Store B
T009762,P0218,12/16/2023 0:00,1,47.92,20,38.34,Store B
T009769,P0218,12/27/2023 0:00,1,47.92,20,38.34,Online
T009763,P0218,12/17/2023 0:00,1,47.92,20,38.34,Store C
T009765,P0218,12/21/2023 0:00,1,47.92,20,38.34,Online
T009764,P0218,12/20/2023 0:00,1,47.92,20,38.34,Store B
T009759,P0218,12/7/2023 0:00,1,47.92,20,38.34,Store A
T013704,P0304,12/9/2024 0:00,1,47.95,20,38.36,Store C
T013706,P0304,12/16/2024 0:00,1,47.95,20,38.36,Store A
T013702,P0304,11/29/2024 0:00,1,47.95,20,38.36,Store A
T013705,P0304,12/12/2024 0:00,1,47.95,20,38.36,Online
T004227,P0094,6/21/2023 0:00,1,54.81,30,38.37,Store B
T004233,P0094,8/19/2023 0:00,1,54.81,30,38.37,Store C
T004223,P0094,5/4/2023 0:00,1,54.81,30,38.37,Store C
T004230,P0094,8/5/2023 0:00,1,54.81,30,38.37,Online
T004236,P0094,10/10/2023 0:00,1,54.81,30,38.37,Store B
T001462,P0032,12/4/2024 0:00,1,42.65,10,38.38,Store A
T000553,P0012,3/6/2024 0:00,2,23.99,20,38.38,Online
T001452,P0032,10/31/2024 0:00,1,42.65,10,38.38,Store B
T001451,P0032,10/29/2024 0:00,1,42.65,10,38.38,Store A
T001465,P0032,12/8/2024 0:00,1,42.65,10,38.38,Store A
T001467,P0032,12/14/2024 0:00,1,42.65,10,38.38,Online
T001463,P0032,12/5/2024 0:00,1,42.65,10,38.38,Online
T008380,P0188,9/10/2024 0:00,1,54.88,30,38.42,Store A
T008382,P0188,10/6/2024 0:00,1,54.88,30,38.42,Store A
T008365,P0188,5/29/2024 0:00,1,54.88,30,38.42,Store C
T008359,P0188,4/30/2024 0:00,1,54.88,30,38.42,Store C
T008368,P0188,6/28/2024 0:00,1,54.88,30,38.42,Store A
T008370,P0188,7/6/2024 0:00,1,54.88,30,38.42,Store A
T008371,P0188,7/10/2024 0:00,1,54.88,30,38.42,Store C
T001187,P0027,11/21/2024 0:00,1,42.7,10,38.43,Store A
T001186,P0027,11/12/2024 0:00,1,42.7,10,38.43,Online
T001191,P0027,12/10/2024 0:00,1,42.7,10,38.43,Store C
T021371,P0472,11/17/2024 0:00,1,48.05,20,38.44,Online
T033395,P0733,9/15/2023 0:00,1,48.06,20,38.45,Store A
T033375,P0733,5/3/2023 0:00,1,48.06,20,38.45,Store C
T033388,P0733,6/27/2023 0:00,1,48.06,20,38.45,Store C
T033393,P0733,8/15/2023 0:00,1,48.06,20,38.45,Store B
T033378,P0733,5/15/2023 0:00,1,48.06,20,38.45,Store C
T033383,P0733,5/29/2023 0:00,1,48.06,20,38.45,Online
T011078,P0246,8/12/2023 0:00,2,24.06,20,38.5,Online
T021285,P0470,12/8/2024 0:00,1,48.18,20,38.54,Store C
T021282,P0470,11/19/2024 0:00,1,48.18,20,38.54,Store A
T021276,P0470,11/2/2024 0:00,1,48.18,20,38.54,Store C
T010521,P0234,2/28/2024 0:00,1,38.57,0,38.57,Store A
T010527,P0234,3/8/2024 0:00,1,38.57,0,38.57,Online
T010522,P0234,2/29/2024 0:00,1,38.57,0,38.57,Store C
T010524,P0234,3/3/2024 0:00,1,38.57,0,38.57,Store A
T010536,P0234,3/28/2024 0:00,1,38.57,0,38.57,Online
T010526,P0234,3/5/2024 0:00,1,38.57,0,38.57,Store C
T010534,P0234,3/24/2024 0:00,1,38.57,0,38.57,Online
T010525,P0234,3/4/2024 0:00,1,38.57,0,38.57,Store C
T010533,P0234,3/23/2024 0:00,1,38.57,0,38.57,Online
T010530,P0234,3/14/2024 0:00,1,38.57,0,38.57,Online
T010531,P0234,3/20/2024 0:00,1,38.57,0,38.57,Store A
T010544,P0234,4/24/2024 0:00,1,38.57,0,38.57,Online
T010546,P0234,4/27/2024 0:00,1,38.57,0,38.57,Online
T010532,P0234,3/22/2024 0:00,1,38.57,0,38.57,Online
T010545,P0234,4/25/2024 0:00,1,38.57,0,38.57,Store A
T010537,P0234,4/1/2024 0:00,1,38.57,0,38.57,Store B
T010539,P0234,4/12/2024 0:00,1,38.57,0,38.57,Online
T010538,P0234,4/4/2024 0:00,1,38.57,0,38.57,Store C
T010540,P0234,4/13/2024 0:00,1,38.57,0,38.57,Store A
T010543,P0234,4/22/2024 0:00,1,38.57,0,38.57,Store B
T010541,P0234,4/17/2024 0:00,1,38.57,0,38.57,Store B
T008258,P0186,10/29/2024 0:00,1,48.22,20,38.58,Store C
T008260,P0186,11/5/2024 0:00,1,48.22,20,38.58,Store B
T020944,P0462,6/24/2023 0:00,1,42.9,10,38.61,Store C
T020951,P0462,8/30/2023 0:00,1,42.9,10,38.61,Store C
T020952,P0462,9/27/2023 0:00,1,42.9,10,38.61,Store C
T020943,P0462,6/21/2023 0:00,1,42.9,10,38.61,Store C
T020945,P0462,7/8/2023 0:00,1,42.9,10,38.61,Online
T019106,P0422,5/3/2024 0:00,1,38.61,0,38.61,Store B
T019102,P0422,4/22/2024 0:00,1,38.61,0,38.61,Store C
T019101,P0422,4/21/2024 0:00,1,38.61,0,38.61,Online
T019104,P0422,4/28/2024 0:00,1,38.61,0,38.61,Store B
T019103,P0422,4/24/2024 0:00,1,38.61,0,38.61,Store B
T019086,P0422,3/18/2024 0:00,1,38.61,0,38.61,Store A
T005983,P0135,4/3/2024 0:00,1,38.61,0,38.61,Online
T005985,P0135,4/10/2024 0:00,1,38.61,0,38.61,Store C
T005984,P0135,4/8/2024 0:00,1,38.61,0,38.61,Online
T005994,P0135,4/29/2024 0:00,1,38.61,0,38.61,Store C
T019099,P0422,4/18/2024 0:00,1,38.61,0,38.61,Online
T005991,P0135,4/20/2024 0:00,1,38.61,0,38.61,Store C
T005992,P0135,4/22/2024 0:00,1,38.61,0,38.61,Store C
T005986,P0135,4/12/2024 0:00,1,38.61,0,38.61,Store B
T019091,P0422,4/2/2024 0:00,1,38.61,0,38.61,Online
T019092,P0422,4/3/2024 0:00,1,38.61,0,38.61,Store A
T019090,P0422,3/29/2024 0:00,1,38.61,0,38.61,Store C
T019088,P0422,3/24/2024 0:00,1,38.61,0,38.61,Store B
T019098,P0422,4/15/2024 0:00,1,38.61,0,38.61,Store A
T005987,P0135,4/14/2024 0:00,1,38.61,0,38.61,Store C
T019093,P0422,4/4/2024 0:00,1,38.61,0,38.61,Store A
T019096,P0422,4/8/2024 0:00,1,38.61,0,38.61,Store A
T005996,P0135,5/3/2024 0:00,1,38.61,0,38.61,Online
T019100,P0422,4/19/2024 0:00,1,38.61,0,38.61,Online
T019087,P0422,3/23/2024 0:00,1,38.61,0,38.61,Store B
T019095,P0422,4/6/2024 0:00,1,38.61,0,38.61,Store B
T006003,P0135,5/21/2024 0:00,1,38.61,0,38.61,Store A
T005995,P0135,4/30/2024 0:00,1,38.61,0,38.61,Store C
T019083,P0422,3/15/2024 0:00,1,38.61,0,38.61,Online
T006004,P0135,5/22/2024 0:00,1,38.61,0,38.61,Store B
T005979,P0135,3/28/2024 0:00,1,38.61,0,38.61,Store A
T005999,P0135,5/12/2024 0:00,1,38.61,0,38.61,Store C
T005981,P0135,4/1/2024 0:00,1,38.61,0,38.61,Online
T005982,P0135,4/2/2024 0:00,1,38.61,0,38.61,Store A
T005997,P0135,5/4/2024 0:00,1,38.61,0,38.61,Store B
T006002,P0135,5/20/2024 0:00,1,38.61,0,38.61,Online
T006000,P0135,5/15/2024 0:00,1,38.61,0,38.61,Store A
T005980,P0135,3/29/2024 0:00,1,38.61,0,38.61,Store A
T022102,P0489,8/13/2024 0:00,2,19.31,0,38.62,Store B
T022106,P0489,8/22/2024 0:00,2,19.31,0,38.62,Store A
T001884,P0043,10/23/2023 0:00,1,55.17,30,38.62,Store C
T001880,P0043,9/29/2023 0:00,1,55.17,30,38.62,Store C
T001876,P0043,7/14/2023 0:00,1,55.17,30,38.62,Store A
T001867,P0043,5/2/2023 0:00,1,55.17,30,38.62,Online
T001872,P0043,6/17/2023 0:00,1,55.17,30,38.62,Store C
T001870,P0043,5/20/2023 0:00,1,55.17,30,38.62,Online
T001871,P0043,5/24/2023 0:00,1,55.17,30,38.62,Online
T022110,P0489,9/2/2024 0:00,2,19.31,0,38.62,Store A
T022121,P0489,9/21/2024 0:00,2,19.31,0,38.62,Store B
T022107,P0489,8/25/2024 0:00,2,19.31,0,38.62,Online
T001873,P0043,6/20/2023 0:00,1,55.17,30,38.62,Online
T021541,P0476,6/3/2023 0:00,2,21.46,10,38.63,Store A
T021562,P0476,10/14/2023 0:00,2,21.46,10,38.63,Online
T025371,P0555,10/5/2023 0:00,2,24.15,20,38.64,Online
T025356,P0555,6/6/2023 0:00,2,24.15,20,38.64,Store A
T026243,P0575,5/6/2023 0:00,1,48.33,20,38.66,Store B
T026244,P0575,5/9/2023 0:00,1,48.33,20,38.66,Store B
T026242,P0575,5/1/2023 0:00,1,48.33,20,38.66,Store C
T026261,P0575,9/28/2023 0:00,1,48.33,20,38.66,Store A
T026239,P0575,4/27/2023 0:00,1,48.33,20,38.66,Online
T026249,P0575,5/24/2023 0:00,1,48.33,20,38.66,Online
T026238,P0575,4/23/2023 0:00,1,48.33,20,38.66,Store C
T026246,P0575,5/17/2023 0:00,1,48.33,20,38.66,Store A
T026248,P0575,5/23/2023 0:00,1,48.33,20,38.66,Online
T026241,P0575,4/30/2023 0:00,1,48.33,20,38.66,Store C
T026250,P0575,6/5/2023 0:00,1,48.33,20,38.66,Store A
T026254,P0575,7/13/2023 0:00,1,48.33,20,38.66,Store B
T026247,P0575,5/20/2023 0:00,1,48.33,20,38.66,Store A
T023056,P0509,3/1/2023 0:00,1,38.67,0,38.67,Store A
T023062,P0509,3/9/2023 0:00,1,38.67,0,38.67,Online
T023066,P0509,3/16/2023 0:00,1,38.67,0,38.67,Store A
T023081,P0509,4/14/2023 0:00,1,38.67,0,38.67,Store B
T023070,P0509,3/21/2023 0:00,1,38.67,0,38.67,Store B
T023078,P0509,4/8/2023 0:00,1,38.67,0,38.67,Online
T023079,P0509,4/9/2023 0:00,1,38.67,0,38.67,Store B
T023080,P0509,4/12/2023 0:00,1,38.67,0,38.67,Online
T023085,P0509,4/23/2023 0:00,1,38.67,0,38.67,Online
T023075,P0509,4/1/2023 0:00,1,38.67,0,38.67,Store B
T023059,P0509,3/4/2023 0:00,1,38.67,0,38.67,Online
T023073,P0509,3/26/2023 0:00,1,38.67,0,38.67,Store B
T023082,P0509,4/16/2023 0:00,1,38.67,0,38.67,Store C
T023083,P0509,4/17/2023 0:00,1,38.67,0,38.67,Store B
T023067,P0509,3/17/2023 0:00,1,38.67,0,38.67,Store C
T023054,P0509,2/27/2023 0:00,1,38.67,0,38.67,Store C
T023068,P0509,3/19/2023 0:00,1,38.67,0,38.67,Online
T023076,P0509,4/6/2023 0:00,1,38.67,0,38.67,Store C
T023064,P0509,3/14/2023 0:00,1,38.67,0,38.67,Store C
T023063,P0509,3/11/2023 0:00,1,38.67,0,38.67,Online
T023061,P0509,3/8/2023 0:00,1,38.67,0,38.67,Store A
T023077,P0509,4/7/2023 0:00,1,38.67,0,38.67,Store C
T023053,P0509,2/26/2023 0:00,1,38.67,0,38.67,Online
T023065,P0509,3/15/2023 0:00,1,38.67,0,38.67,Store A
T023060,P0509,3/7/2023 0:00,1,38.67,0,38.67,Online
T021783,P0481,11/4/2023 0:00,2,21.49,10,38.68,Store C
T030581,P0671,10/16/2024 0:00,1,55.33,30,38.73,Online
T030582,P0671,10/23/2024 0:00,1,55.33,30,38.73,Online
T030586,P0671,11/6/2024 0:00,1,55.33,30,38.73,Store C
T005554,P0126,11/27/2024 0:00,1,43.05,10,38.74,Online
T021080,P0466,5/2/2023 0:00,1,55.35,30,38.74,Store B
T005555,P0126,12/30/2024 0:00,1,43.05,10,38.74,Store B
T021081,P0466,5/7/2023 0:00,1,55.35,30,38.74,Store A
T021643,P0478,12/22/2024 0:00,1,55.34,30,38.74,Store A
T021099,P0466,10/25/2023 0:00,1,55.35,30,38.74,Store B
T021646,P0478,12/31/2024 0:00,1,55.34,30,38.74,Store C
T021091,P0466,8/7/2023 0:00,1,55.35,30,38.74,Store C
T005552,P0126,11/18/2024 0:00,1,43.05,10,38.74,Online
T002112,P0048,7/30/2024 0:00,1,43.07,10,38.76,Online
T002121,P0048,10/27/2024 0:00,1,43.07,10,38.76,Online
T015449,P0344,11/16/2023 0:00,1,43.08,10,38.77,Store A
T015455,P0344,11/23/2023 0:00,1,43.08,10,38.77,Store B
T015445,P0344,11/4/2023 0:00,1,43.08,10,38.77,Store C
T015476,P0344,3/27/2024 0:00,1,43.08,10,38.77,Store A
T015478,P0344,4/8/2024 0:00,1,43.08,10,38.77,Store C
T015475,P0344,3/23/2024 0:00,1,43.08,10,38.77,Online
T015469,P0344,2/3/2024 0:00,1,43.08,10,38.77,Store A
T015466,P0344,1/24/2024 0:00,1,43.08,10,38.77,Store A
T015457,P0344,11/25/2023 0:00,1,43.08,10,38.77,Online
T015458,P0344,11/27/2023 0:00,1,43.08,10,38.77,Store C
T007992,P0181,9/23/2024 0:00,2,19.4,0,38.8,Online
T007991,P0181,9/22/2024 0:00,2,19.4,0,38.8,Online
T008010,P0181,10/27/2024 0:00,2,19.4,0,38.8,Store A
T007999,P0181,10/2/2024 0:00,2,19.4,0,38.8,Store C
T008012,P0181,11/4/2024 0:00,2,19.4,0,38.8,Online
T023006,P0508,3/11/2024 0:00,2,19.42,0,38.84,Store C
T022995,P0508,2/22/2024 0:00,2,19.42,0,38.84,Store B
T022997,P0508,2/24/2024 0:00,2,19.42,0,38.84,Online
T023022,P0508,4/15/2024 0:00,2,19.42,0,38.84,Store A
T023001,P0508,3/2/2024 0:00,2,19.42,0,38.84,Store C
T022993,P0508,2/19/2024 0:00,2,19.42,0,38.84,Online
T023014,P0508,3/26/2024 0:00,2,19.42,0,38.84,Store C
T031420,P0690,5/5/2023 0:00,2,27.76,30,38.86,Online
T023437,P0515,8/29/2023 0:00,1,55.53,30,38.87,Store A
T023430,P0515,7/16/2023 0:00,1,55.53,30,38.87,Store C
T023446,P0515,10/16/2023 0:00,1,55.53,30,38.87,Store A
T023432,P0515,7/29/2023 0:00,1,55.53,30,38.87,Online
T014646,P0326,11/21/2023 0:00,1,48.59,20,38.87,Store B
T023443,P0515,10/10/2023 0:00,1,55.53,30,38.87,Store C
T023440,P0515,9/26/2023 0:00,1,55.53,30,38.87,Online
T014658,P0326,3/22/2024 0:00,1,48.59,20,38.87,Online
T023433,P0515,8/4/2023 0:00,1,55.53,30,38.87,Store C
T023448,P0515,10/24/2023 0:00,1,55.53,30,38.87,Store A
T014657,P0326,3/20/2024 0:00,1,48.59,20,38.87,Online
T014663,P0326,4/26/2024 0:00,1,48.59,20,38.87,Store B
T014648,P0326,12/7/2023 0:00,1,48.59,20,38.87,Store B
T029531,P0648,11/11/2023 0:00,1,38.9,0,38.9,Online
T029529,P0648,11/6/2023 0:00,1,38.9,0,38.9,Online
T029532,P0648,11/15/2023 0:00,1,38.9,0,38.9,Online
T029526,P0648,10/28/2023 0:00,1,38.9,0,38.9,Store C
T029528,P0648,11/2/2023 0:00,1,38.9,0,38.9,Store A
T029527,P0648,10/29/2023 0:00,1,38.9,0,38.9,Store C
T029525,P0648,10/15/2023 0:00,1,38.9,0,38.9,Store B
T029520,P0648,10/8/2023 0:00,1,38.9,0,38.9,Store A
T029521,P0648,10/9/2023 0:00,1,38.9,0,38.9,Store C
T029514,P0648,9/24/2023 0:00,1,38.9,0,38.9,Online
T029516,P0648,9/26/2023 0:00,1,38.9,0,38.9,Store C
T029517,P0648,9/30/2023 0:00,1,38.9,0,38.9,Store B
T029530,P0648,11/7/2023 0:00,1,38.9,0,38.9,Store A
T029524,P0648,10/14/2023 0:00,1,38.9,0,38.9,Store A
T029513,P0648,9/18/2023 0:00,1,38.9,0,38.9,Online
T029523,P0648,10/11/2023 0:00,1,38.9,0,38.9,Store B
T012464,P0278,8/8/2023 0:00,1,43.23,10,38.91,Online
T012465,P0278,8/13/2023 0:00,1,43.23,10,38.91,Online
T012459,P0278,7/23/2023 0:00,1,43.23,10,38.91,Store C
T012458,P0278,7/16/2023 0:00,1,43.23,10,38.91,Store C
T012463,P0278,8/4/2023 0:00,1,43.23,10,38.91,Store A
T012460,P0278,7/25/2023 0:00,1,43.23,10,38.91,Store C
T012472,P0278,9/17/2023 0:00,1,43.23,10,38.91,Online
T012475,P0278,9/28/2023 0:00,1,43.23,10,38.91,Store C
T012476,P0278,10/2/2023 0:00,1,43.23,10,38.91,Store B
T012477,P0278,10/6/2023 0:00,1,43.23,10,38.91,Store B
T012449,P0278,6/12/2023 0:00,1,43.23,10,38.91,Store C
T012447,P0278,6/5/2023 0:00,1,43.23,10,38.91,Store A
T012456,P0278,7/1/2023 0:00,1,43.23,10,38.91,Store B
T022673,P0500,5/23/2024 0:00,1,43.25,10,38.92,Online
T022699,P0500,9/7/2024 0:00,1,43.25,10,38.92,Store C
T022691,P0500,8/5/2024 0:00,1,43.25,10,38.92,Store A
T022693,P0500,8/18/2024 0:00,1,43.25,10,38.92,Online
T022690,P0500,7/31/2024 0:00,1,43.25,10,38.92,Store A
T022674,P0500,5/24/2024 0:00,1,43.25,10,38.92,Store A
T022687,P0500,7/20/2024 0:00,1,43.25,10,38.92,Online
T030892,P0678,9/3/2023 0:00,1,55.62,30,38.93,Store C
T030890,P0678,8/30/2023 0:00,1,55.62,30,38.93,Online
T030896,P0678,9/22/2023 0:00,1,55.62,30,38.93,Store A
T030899,P0678,9/30/2023 0:00,1,55.62,30,38.93,Store A
T030898,P0678,9/27/2023 0:00,1,55.62,30,38.93,Store C
T030886,P0678,8/16/2023 0:00,1,55.62,30,38.93,Store A
T030867,P0678,4/29/2023 0:00,1,55.62,30,38.93,Store A
T030865,P0678,4/24/2023 0:00,1,55.62,30,38.93,Store B
T030868,P0678,5/1/2023 0:00,1,55.62,30,38.93,Store A
T030885,P0678,8/12/2023 0:00,1,55.62,30,38.93,Store C
T030876,P0678,6/8/2023 0:00,1,55.62,30,38.93,Store C
T030870,P0678,5/6/2023 0:00,1,55.62,30,38.93,Online
T019040,P0421,3/23/2023 0:00,1,38.94,0,38.94,Store B
T030529,P0670,12/2/2023 0:00,1,48.68,20,38.94,Online
T030528,P0670,11/29/2023 0:00,1,48.68,20,38.94,Store B
T018775,P0415,11/7/2023 0:00,1,38.94,0,38.94,Store A
T030519,P0670,11/6/2023 0:00,1,48.68,20,38.94,Store A
T030544,P0670,3/9/2024 0:00,1,48.68,20,38.94,Store C
T030545,P0670,3/10/2024 0:00,1,48.68,20,38.94,Online
T018771,P0415,10/21/2023 0:00,1,38.94,0,38.94,Store C
T030532,P0670,12/17/2023 0:00,1,48.68,20,38.94,Store B
T030515,P0670,10/30/2023 0:00,1,48.68,20,38.94,Store B
T018761,P0415,9/26/2023 0:00,1,38.94,0,38.94,Store B
T018762,P0415,9/28/2023 0:00,1,38.94,0,38.94,Store C
T030517,P0670,11/2/2023 0:00,1,48.68,20,38.94,Store A
T018759,P0415,9/24/2023 0:00,1,38.94,0,38.94,Online
T018758,P0415,9/23/2023 0:00,1,38.94,0,38.94,Online
T018769,P0415,10/14/2023 0:00,1,38.94,0,38.94,Store C
T018770,P0415,10/18/2023 0:00,1,38.94,0,38.94,Store C
T018768,P0415,10/10/2023 0:00,1,38.94,0,38.94,Store A
T018763,P0415,9/30/2023 0:00,1,38.94,0,38.94,Online
T018765,P0415,10/6/2023 0:00,1,38.94,0,38.94,Store A
T019041,P0421,3/25/2023 0:00,1,38.94,0,38.94,Store C
T030551,P0670,4/2/2024 0:00,1,48.68,20,38.94,Online
T019042,P0421,3/28/2023 0:00,1,38.94,0,38.94,Store A
T019047,P0421,4/23/2023 0:00,1,38.94,0,38.94,Online
T019045,P0421,4/15/2023 0:00,1,38.94,0,38.94,Online
T019030,P0421,2/27/2023 0:00,1,38.94,0,38.94,Online
T019031,P0421,3/1/2023 0:00,1,38.94,0,38.94,Store B
T019032,P0421,3/3/2023 0:00,1,38.94,0,38.94,Online
T030554,P0670,4/26/2024 0:00,1,48.68,20,38.94,Online
T019033,P0421,3/5/2023 0:00,1,38.94,0,38.94,Store C
T019048,P0421,4/25/2023 0:00,1,38.94,0,38.94,Online
T019035,P0421,3/10/2023 0:00,1,38.94,0,38.94,Store C
T030550,P0670,3/31/2024 0:00,1,48.68,20,38.94,Store C
T019039,P0421,3/22/2023 0:00,1,38.94,0,38.94,Store C
T019036,P0421,3/12/2023 0:00,1,38.94,0,38.94,Online
T019049,P0421,4/26/2023 0:00,1,38.94,0,38.94,Store C
T019034,P0421,3/7/2023 0:00,1,38.94,0,38.94,Online
T009716,P0217,8/12/2023 0:00,1,55.64,30,38.95,Store B
T009725,P0217,9/26/2023 0:00,1,55.64,30,38.95,Store C
T009724,P0217,9/23/2023 0:00,1,55.64,30,38.95,Store A
T009703,P0217,5/14/2023 0:00,1,55.64,30,38.95,Store A
T022787,P0502,11/28/2024 0:00,1,48.69,20,38.95,Store C
